fname,lname,age,exercise,hours,grade,address,hours_normalizada,gender_male
Galena,Sherman,18,5,16,92.1,"341 Henry Street , Bismarck, ND 58501",0.8,0
Marshall,Arnold,17,5,11,78.8,"8126 Bayberry Drive , Avon, IN 46123",0.55,1
Sasha,Fernandez,14,1,10,73.9,"Lititz, PA 17543, 9352 Thomas Drive ",0.5,0
Tanner,Velasquez,18,5,18,97.9,"8 Jennings Dr. , Savage, MN 55378",0.9,1
Gisela,Pollard,17,5,16,92.8,"539 Henry Smith Court , Roanoke, VA 24012",0.8,0
Howard,Shaffer,18,3,14,97.1,"327 Lakewood Avenue , Suite J ",0.7000000000000001,1
Kenneth,Curry,17,5,9,86.1,"9769 St Louis St. , El Dorado, AR 71730",0.45,1
Halee,Garner,16,2,15,93.8,"Fair Lawn, NJ 07410, 7901 Orchard St. ",0.75,0
Avye,Mccray,17,3,8,84.4,"44 Manchester Ave. , Westerville, OH 43081",0.4,0
Tanisha,Dennis,16,3,11,75.3,"25 West Cedar Swamp Lane , Redondo Beach, CA 90278",0.55,0
Dora,Dalton,14,5,10,89.9,"Northville, MI 48167, 35 Princess Court ",0.5,0
Freya,Sykes,19,4,18,89.4,"Uniontown, PA 15401, 8110 Beechwood St. ",0.9,0
Cassady,Ruiz,16,2,18,100.0,"8837 Clark Court , Beckley, WV 25801",0.9,0
Cullen,Strong,16,4,16,84.3,"423 Augusta St. , Sevierville, TN 37876",0.8,1
Kim,Pugh,18,2,15,90.2,"7058 Middle River Avenue , Detroit, MI 48205",0.75,0
Warren,Lambert,16,3,8,79.5,"Loganville, GA 30052, 8698 North Border Street ",0.4,1
Alan,Langley,16,1,18,87.3,"35 Rosewood Street , Vista, CA 92083",0.9,1
Blossom,Gonzalez,17,4,18,100.0,"Rego Park, NY 11374, 6 Lookout Street ",0.9,0
Velma,Moreno,17,2,9,76.4,"Ogden, UT 84404, 7 S. Arch St. ",0.45,0
Kaitlin,Ferguson,19,5,14,86.4,"9872 E. Cobblestone Drive , Carpentersville, IL 60110",0.7000000000000001,0
Griffin,Burch,17,0,11,83.0,"9771 Birchpond Ave. , Jacksonville, NC 28540",0.55,1
Constance,Mcmahon,16,3,10,75.3,"Hermitage, TN 37076, 953 East Nut Swamp St. ",0.5,0
Colorado,Cash,16,5,18,100.0,"935 East New Saddle St. , Hartsville, SC 29550",0.9,1
Nolan,Small,14,3,2,71.5,"9990 Sleepy Hollow Street , Huntsville, AL 35803",0.1,1
Hadassah,Grimes,15,2,12,79.2,"Zanesville, OH 43701, 16 Ridge Drive ",0.6000000000000001,0
Fitzgerald,Rowland,18,5,9,80.4,"76 Manhattan St. , Raeford, NC 28376",0.45,1
Madeline,Mcconnell,18,2,11,80.3,"North Bergen, NJ 07047, 15 Illinois Lane ",0.55,0
Nicholas,Garrison,17,2,12,85.2,"540 Smith Store Rd. , Herndon, VA 20170",0.6000000000000001,1
Marvin,Jackson,18,1,9,72.8,"25 Shub Farm Rd. , Worcester, MA 01604",0.45,1
Keiko,Simon,17,1,9,69.5,"8663 El Dorado Lane , New Bern, NC 28560",0.45,0
Gray,Harrison,17,2,9,71.2,"Davenport, IA 52804, 9167 Grandrose Road ",0.45,1
Odessa,Shaffer,16,1,5,76.7,"7432 Nut Swamp St. , Leominster, MA 01453",0.25,0
Igor,Conway,17,1,17,100.0,"61 Alderwood St. , Union City, NJ 07087",0.8500000000000001,1
Denise,Sloan,18,4,20,100.0,"9808 Princeton St. , Saugus, MA 01906",1.0,0
Rhona,Raymond,19,5,13,90.3,"455 NW. Wild Rose Street , Hampton, VA 23666",0.65,0
Desiree,Webb,19,2,18,98.1,"Atlantic City, NJ 08401, 157 Alderwood Drive ",0.9,0
Xavier,Moran,14,2,6,66.0,"324 Logan Street , Point Pleasant Beach, NJ 08742",0.30000000000000004,1
Ivor,Clark,14,1,7,68.9,"2 Foster Street , Ozone Park, NY 11417",0.35000000000000003,1
Elvis,Allen,15,3,12,82.5,"7354 Lakewood Street , North Brunswick, NJ 08902",0.6000000000000001,1
Lester,Mcconnell,17,1,10,83.9,"852 Chapel Rd. , Muskogee, OK 74403",0.5,1
Rashad,Sims,17,3,15,84.5,"7600 Arnold Drive , Williamsport, PA 17701",0.75,1
Rhoda,Hill,17,4,7,72.8,"8025 Bridge St. , Jackson, NJ 08527",0.35000000000000003,0
Honorato,Gutierrez,16,5,17,100.0,"Providence, RI 02904, 9428 Sage Street ",0.8500000000000001,1
Anjolie,King,15,5,13,80.8,"8497 Pleasant St. , Rossville, GA 30741",0.65,0
Alvin,Randall,18,5,9,83.7,"650 Belmont Drive , Villa Park, IL 60181",0.45,1
Garrison,Durham,16,3,11,87.2,"582 Vale Ave. , Wilkes Barre, PA 18702",0.55,1
Hunter,Roach,17,3,14,95.2,"Annandale, VA 22003, 55 Henry Lane ",0.7000000000000001,1
Shafira,Bean,17,5,10,85.5,"Independence, KY 41051, 507 Cardinal St. ",0.5,0
Avram,Huber,18,3,20,100.0,"811 Lancaster Dr. , Piedmont, SC 29673",1.0,1
Macey,Duran,19,5,14,84.0,"18 Brookside Street , Piqua, OH 45356",0.7000000000000001,0
Penelope,Bernard,17,4,14,83.1,"956 Indian Summer Ave. , Muncie, IN 47302",0.7000000000000001,0
Kane,Clay,18,4,8,70.6,"Huntington, NY 11743, 38 Bank Street ",0.4,1
Alvin,Hodges,14,5,11,91.5,"3 Grand Drive , Sidney, OH 45365",0.55,1
Tanner,Head,14,1,14,80.7,"Sheboygan, WI 53081, 90 Fairfield St. ",0.7000000000000001,1
Kelsie,Solomon,18,4,10,83.7,"Menomonee Falls, WI 53051, 21 Old Brook Ave. ",0.5,0
Cheyenne,Prince,15,2,4,61.3,"268 Sugar Ave. , Westland, MI 48185",0.2,0
Hermione,Snyder,18,5,12,79.9,"5 Hillside Rd. , Lawrence Township, NJ 08648",0.6000000000000001,0
Hanae,Cortez,18,2,12,83.1,"Altoona, PA 16601, 42 Lexington Drive ",0.6000000000000001,0
Vladimir,Rose,19,5,13,84.1,"49 Longbranch Dr. , Westford, MA 01886",0.65,1
Plato,Moran,17,2,10,71.8,"876 Cactus St. , Kearny, NJ 07032",0.5,1
Ariana,Mcclure,15,1,11,78.1,"806 River St. , Jersey City, NJ 07302",0.55,0
Nevada,Mcdonald,19,2,11,81.3,"20 West Olive Court , Pikesville, MD 21208",0.55,0
Carter,Greer,16,3,6,71.4,"40 Atlantic Ave. , Grayslake, IL 60030",0.30000000000000004,1
Clayton,Yates,16,5,14,100.0,"709 South Manhattan St. , Chandler, AZ 85224",0.7000000000000001,1
Gabriel,Goff,19,5,13,94.4,"Maumee, OH 43537, 7519 Glen Ridge Rd. ",0.65,1
Aurora,Nash,18,2,13,81.0,"Niagara Falls, NY 14304, 204 Ann Dr. ",0.65,0
Pandora,Petty,14,4,10,90.3,"8678 Edgewater Road , Highland, IN 46322",0.5,0
Jocelyn,Byers,15,4,15,86.9,"9923 Alton Avenue , Bowie, MD 20715",0.75,0
Amos,Norton,17,2,5,69.3,"8797 Buttonwood Drive , Circle Pines, MN 55014",0.25,1
May,Rivera,19,2,10,77.3,"Spartanburg, SC 29301, 7507 Marlborough Street ",0.5,0
Cara,Simmons,18,2,7,81.3,"Troy, NY 12180, 157 East Smith St. ",0.35000000000000003,0
Dolan,Boyd,17,3,11,86.0,"882 Catherine Ave. , Camp Hill, PA 17011",0.55,1
Felix,Avila,16,5,11,89.7,"3 Newcastle St. , Potomac, MD 20854",0.55,1
Abbot,Kramer,16,2,8,81.0,"9205 Augusta St. , Westmont, IL 60559",0.4,1
Flavia,Hester,14,1,16,82.5,"364 Wentworth Dr. , Winter Park, FL 32792",0.8,0
Inez,Webb,17,2,4,60.9,"Wilkes Barre, PA 18702, 680 Deerfield Lane ",0.2,0
Nigel,Snyder,17,1,11,77.3,"8030 Leatherwood Road , Edison, NJ 08817",0.55,1
Ross,Hopkins,14,5,7,71.1,"56 Canterbury St. , Allen Park, MI 48101",0.35000000000000003,1
Virginia,Witt,15,4,11,92.0,"805 Lees Creek Dr. , Upper Darby, PA 19082",0.55,0
Gloria,Pate,16,3,9,88.4,"Miami, FL 33125, 868 Plymouth Street ",0.45,0
Lyle,Salas,16,5,13,81.9,"Bel Air, MD 21014, 69 2nd Dr. ",0.65,1
Oscar,Walters,19,3,9,79.2,"7702 Hamilton St. , Hudson, NH 03051",0.45,1
Chandler,Buckner,17,3,8,81.9,"Charlotte, NC 28205, 527 West Heather Ave. ",0.4,1
Karen,Moss,16,3,7,71.8,"Wilmette, IL 60091, 58 Snake Hill Dr. ",0.35000000000000003,0
Demetria,Hensley,17,3,11,77.2,"Brainerd, MN 56401, 7535 Hawthorne Lane ",0.55,0
Karly,Watts,19,2,11,89.3,"Burnsville, MN 55337, 22 Maple Avenue ",0.55,0
Lucius,Pugh,14,4,13,93.1,"549 La Sierra Drive , Hartford, CT 06106",0.65,1
Shafira,Rodriquez,15,4,17,98.1,"Kenosha, WI 53140, 95 West Devon Lane ",0.8500000000000001,0
Sonia,Rhodes,19,3,11,83.1,"112 East Glendale Lane , Lowell, MA 01851",0.55,0
Rhona,Huffman,17,3,8,78.7,"Emporia, KS 66801, 316 East Redwood Drive ",0.4,0
Timothy,Bender,14,1,6,64.0,"7657 W. Jennings Road , Lebanon, PA 17042",0.30000000000000004,1
Colin,Aguilar,14,5,15,86.0,"Chesterfield, VA 23832, 7545 Anderson Lane ",0.75,1
Katelyn,Santana,18,3,14,82.6,"565 Smith Store Street , Cherry Hill, NJ 08003",0.7000000000000001,0
Jorden,Byers,19,2,12,87.6,"735 County Drive , Valrico, FL 33594",0.6000000000000001,0
Josiah,Lucas,16,5,8,83.6,"Gastonia, NC 28052, 76 SW. Valley Farms St. ",0.4,1
Yuri,Joyner,14,1,3,60.8,"Vernon Hills, IL 60061, 28 El Dorado Street ",0.15000000000000002,0
Carolyn,Rhodes,17,3,6,72.5,"Richmond Hill, NY 11418, 93 Courtland Circle ",0.30000000000000004,0
Raja,Owen,14,2,18,98.6,"Tallahassee, FL 32303, 9410 Garfield Street ",0.9,1
Brenden,Prince,14,2,9,72.8,"589 Locust Drive , Loxahatchee, FL 33470",0.45,1
Hector,Melton,18,4,12,88.2,"9598 Colonial Street , Anderson, SC 29621",0.6000000000000001,1
Wang,Stewart,16,3,13,79.1,"939 Big Rock Cove Ave. , Manitowoc, WI 54220",0.65,1
Nita,Castillo,19,5,10,92.1,"Waukesha, WI 53186, 8659 Bohemia Circle ",0.5,0
Gay,Carlson,18,2,20,100.0,"Macon, GA 31204, 79 Riverside Ave. ",1.0,0
Kelsie,Obrien,19,2,6,73.8,"Cranston, RI 02920, 84 South Drive ",0.30000000000000004,0
Lysandra,Mendez,16,1,12,92.2,"275 Sunbeam Rd. , Littleton, CO 80123",0.6000000000000001,0
Brynn,Owen,19,2,7,75.0,"Ft Mitchell, KY 41017, 439 Brook St. ",0.35000000000000003,0
Harrison,Beasley,19,4,10,91.5,"413 W. Birchpond St. , Lorain, OH 44052",0.5,1
Carol,Dillard,18,5,17,100.0,"Fernandina Beach, FL 32034, 9840 Pendergast St. ",0.8500000000000001,0
Leonard,Lynn,16,1,19,95.6,"20 Lake Forest Ave. , Phoenixville, PA 19460",0.9500000000000001,1
Hyatt,Erickson,18,4,13,89.1,"7034 Del Monte St. , North Miami Beach, FL 33160",0.65,1
Kirk,Holmes,19,3,6,77.0,"634 W. Stonybrook Street , Hickory, NC 28601",0.30000000000000004,1
Lee,Hooper,18,4,15,99.7,"9756 Greenrose Ave. , Southfield, MI 48076",0.75,1
Adam,Hines,19,3,10,88.2,"22 Cleveland St. , Woburn, MA 01801",0.5,1
Henry,Stafford,14,3,11,75.7,"265 W. Thomas Ave. , Shakopee, MN 55379",0.55,1
Hop,Sanford,15,5,4,68.3,"2 Cottage Court , East Northport, NY 11731",0.2,1
Dolan,Ball,15,4,9,76.9,"9333 Howard Ave. , Marlborough, MA 01752",0.45,1
Naomi,Strong,15,2,20,100.0,"66 North Ocean St. , Fort Mill, SC 29708",1.0,0
Marcia,Perez,18,3,10,79.4,"Highland Park, IL 60035, 419 Columbia Road ",0.5,0
Xenos,Workman,14,1,10,85.5,"119 N. Glenlake St. , Waukesha, WI 53186",0.5,1
Oscar,Mason,18,4,15,90.3,"Leland, NC 28451, 26 Myers Rd. ",0.75,1
Miriam,Poole,15,2,17,95.0,"Winchester, VA 22601, 489 Maiden Ave. ",0.8500000000000001,0
Chiquita,Monroe,14,3,7,74.6,"717 Ocean Dr. , Villa Park, IL 60181",0.35000000000000003,0
Chadwick,Harrell,17,1,12,90.3,"7600 Durham Road , Valrico, FL 33594",0.6000000000000001,1
Warren,Warner,19,1,5,62.6,"143 Jennings Street , Delray Beach, FL 33445",0.25,1
Griffin,French,19,2,11,73.2,"3 Marshall Road , Inman, SC 29349",0.55,1
Keegan,Savage,18,3,10,70.7,"332 Columbia Street , Jonesborough, TN 37659",0.5,1
Skyler,Olson,19,3,7,66.3,"Michigan City, IN 46360, 52 Fremont Street ",0.35000000000000003,0
Maggy,Kim,17,1,11,85.1,"82 Railroad St. , King Of Prussia, PA 19406",0.55,0
Leandra,Ortiz,15,1,15,89.5,"Southaven, MS 38671, 695 Jefferson St. ",0.75,0
Unity,Waters,17,2,12,91.6,"134 N. Riverview Dr. , Sun City, AZ 85351",0.6000000000000001,0
Mufutau,Sanchez,19,3,7,66.0,"13 Queen Drive , Urbandale, IA 50322",0.35000000000000003,1
Jaden,Hayden,18,2,5,61.2,"52 Williams Ave. , Muskegon, MI 49441",0.25,0
Raya,Kane,18,4,6,83.1,"Torrington, CT 06790, 9 Airport Avenue ",0.30000000000000004,0
Montana,Bell,17,4,11,88.9,"Elizabethtown, PA 17022, 8985 Walt Whitman Street ",0.55,0
Astra,Rodgers,15,4,6,75.3,"9258 W. Pennsylvania St. , Winona, MN 55987",0.30000000000000004,0
Chandler,Wooten,15,2,13,87.5,"41 Thorne Street , Hamden, CT 06514",0.65,1
Galena,Hale,16,5,3,72.1,"424 N. Kingston Street , Johnston, RI 02919",0.15000000000000002,0
Darrel,Wood,19,1,14,91.5,"49 E. Penn Ave. , Glen Cove, NY 11542",0.7000000000000001,0
Ali,Hartman,14,1,7,76.9,"553 Academy St. , Warwick, RI 02886",0.35000000000000003,1
Colorado,Sullivan,19,1,10,76.2,"Wheaton, IL 60187, 9676 Roberts Dr. ",0.5,1
Gannon,Joseph,16,2,12,93.3,"7379 Mammoth Ave. , Saint Johns, FL 32259",0.6000000000000001,1
Omar,Pittman,14,5,2,66.6,"13 Peg Shop Ave. , Hernando, MS 38632",0.1,1
Hoyt,Tanner,14,1,15,90.2,"2 Olive Dr. , Ft Mitchell, KY 41017",0.75,1
Cameron,Bridges,18,4,7,79.3,"1 Thomas Road , New York, NY 10002",0.35000000000000003,0
Uta,Cohen,16,5,7,83.9,"Far Rockaway, NY 11691, 959 Airport St. ",0.35000000000000003,0
Gavin,Sloan,16,2,16,87.9,"37 S. Sunbeam Court , Long Branch, NJ 07740",0.8,1
Kay,Wright,14,3,15,83.5,"Hagerstown, MD 21740, 9512 Harvard St. ",0.75,0
Joan,Kramer,17,2,13,89.8,"21 Depot Street , Cordova, TN 38016",0.65,0
Mercedes,Wood,15,4,10,79.0,"9259 Shadow Brook Ave. , Freehold, NJ 07728",0.5,0
Brynn,Vasquez,15,2,11,87.5,"Alpharetta, GA 30004, 7607 Bay Meadows St. ",0.55,0
Justina,Berger,18,4,11,90.2,"7859 Grandrose Drive , Rocklin, CA 95677",0.55,0
Camden,Petty,19,1,16,88.2,"679 E. Washington Road , Pembroke Pines, FL 33028",0.8,1
Angela,Mcdaniel,18,1,8,73.3,"91 Honey Creek Rd. , Glenview, IL 60025",0.4,0
Leandra,Acevedo,14,1,15,94.4,"8695 West Hilltop Road , Arlington, MA 02474",0.75,0
William,Mosley,14,1,4,64.2,"7981 Mill Pond Ave. , Bel Air, MD 21014",0.2,1
Odette,Acosta,15,2,6,68.2,"Racine, WI 53402, 70 West Chapel Drive ",0.30000000000000004,0
Ava,David,18,1,8,75.0,"Bristow, VA 20136, 4 Beacon St. ",0.4,0
Xavier,Pugh,15,2,3,69.0,"Sioux City, IA 51106, 29 Maiden Ave. ",0.15000000000000002,1
Amethyst,Logan,18,4,6,66.1,"9056 High Noon St. , Bowie, MD 20715",0.30000000000000004,0
Ulric,Gay,19,2,10,80.9,"3 Durham Street , Evanston, IL 60201",0.5,1
Brandon,Sherman,18,1,13,83.1,"70 Bowman Ave. , Hamburg, NY 14075",0.65,1
Dolan,Anderson,15,2,8,72.3,"Milledgeville, GA 31061, 8763 Argyle Ave. ",0.4,1
Aspen,Ayers,14,2,14,96.8,"Canfield, OH 44406, 405 W. Iroquois St. ",0.7000000000000001,0
Signe,Bentley,14,1,6,71.8,"417 North Applegate St. , Bensalem, PA 19020",0.30000000000000004,0
Lunea,Perkins,14,2,10,85.3,"7980 Prairie Court , Fullerton, CA 92831",0.5,0
Alvin,Bullock,16,1,18,90.1,"8676 Cypress St. , Norwalk, CT 06851",0.9,1
Herman,Potter,17,4,14,88.4,"9521 Poplar Ave. , Summerville, SC 29483",0.7000000000000001,1
Keane,Morales,17,4,14,97.3,"51 Mayflower St. , Owatonna, MN 55060",0.7000000000000001,1
Peter,Douglas,18,5,7,83.2,"7610 Charles St. , Chattanooga, TN 37421",0.35000000000000003,1
Neil,Carr,16,1,13,79.1,"9939 Church Lane , Woodhaven, NY 11421",0.65,1
Cairo,Rowe,14,4,11,88.0,"44 Sulphur Springs Rd. , Fairmont, WV 26554",0.55,1
Caryn,Townsend,18,5,14,83.5,"Arlington Heights, IL 60004, 388 Brickell St. ",0.7000000000000001,0
Aspen,Carlson,16,3,6,77.2,"88 Fulton St. , Apex, NC 27502",0.30000000000000004,0
Josiah,Dennis,14,1,14,86.1,"4 Birch Hill Court , Burbank, IL 60459",0.7000000000000001,1
Gareth,Coleman,17,3,15,83.0,"7695 Pendergast St. , Barrington, IL 60010",0.75,1
Germaine,Harrington,17,2,10,85.3,"372 Logan Street , Ponte Vedra Beach, FL 32082",0.5,0
Lev,Brown,17,2,10,71.8,"Flemington, NJ 08822, 8621 N. Myers Avenue ",0.5,1
Jackson,Ballard,19,1,19,91.2,"8573 Delaware Rd. , East Northport, NY 11731",0.9500000000000001,1
Martin,Weber,14,1,14,77.0,"15 East Shadow Brook Drive , Daphne, AL 36526",0.7000000000000001,1
Drake,Kelley,19,5,13,96.0,"Braintree, MA 02184, 987 Walt Whitman Street ",0.65,1
Armando,Hutchinson,17,3,14,97.5,"8295 Ridge St. , Methuen, MA 01844",0.7000000000000001,1
Clark,Wilkins,16,4,10,89.2,"273 Washington Lane , Great Falls, MT 59404",0.5,1
Wanda,Jones,16,3,14,84.7,"Meriden, CT 06450, 8115 School Street ",0.7000000000000001,0
Shay,Luna,17,3,8,77.7,"Chapel Hill, NC 27516, 9812 Country Ave. ",0.4,0
Quentin,Hines,17,4,16,85.5,"904 College Street , Mechanicsville, VA 23111",0.8,1
Karleigh,Jackson,15,3,13,97.3,"36 East Cypress Dr. , Hempstead, NY 11550",0.65,0
Xaviera,Howell,14,1,17,92.5,"945 Arrowhead St. , Glen Allen, VA 23059",0.8500000000000001,0
Clayton,Avery,18,1,11,86.9,"Loveland, OH 45140, 654 Johnson St. ",0.55,1
Oprah,Stevens,15,5,10,78.7,"9489 Henry Smith Drive , Kent, OH 44240",0.5,0
Katelyn,Conway,19,5,10,74.0,"53 St Margarets St. , Fernandina Beach, FL 32034",0.5,0
Amal,Terry,15,4,3,66.3,"Davenport, IA 52804, 7077 Applegate Court ",0.15000000000000002,1
Akeem,Patterson,18,3,8,76.2,"132 Bank Street , Davison, MI 48423",0.4,1
Aubrey,Carrillo,18,4,16,87.1,"State College, PA 16801, 680 Cherry Ave. ",0.8,0
Candice,Jarvis,14,4,8,68.9,"La Crosse, WI 54601, 7426 El Dorado St. ",0.4,0
Colby,Whitley,19,3,11,82.8,"7024 Shore Street , Severn, MD 21144",0.55,1
Cooper,Thomas,16,2,12,80.1,"Vienna, VA 22180, 7692 Bedford Street ",0.6000000000000001,1
Whoopi,Lang,15,5,4,76.1,"Morton Grove, IL 60053, 471 Bald Hill St. ",0.2,0
Mona,Lester,17,2,12,78.8,"929 Hill Field Court , Aiken, SC 29803",0.6000000000000001,0
Jocelyn,Quinn,19,1,4,61.1,"7763 Boston Dr. , Dorchester Center, MA 02124",0.2,0
Reece,Heath,14,3,12,83.5,"7589 Randall Mill Drive , Warwick, RI 02886",0.6000000000000001,1
Vera,Molina,14,2,11,83.6,"9124 E. Bohemia Street , Windsor, CT 06095",0.55,0
Caleb,Francis,17,3,11,76.8,"72 North Edgemont Ave. , Loganville, GA 30052",0.55,1
Buckminster,Knox,18,3,11,79.6,"7360 Kirkland Street , Dorchester Center, MA 02124",0.55,1
Dexter,Dalton,14,3,8,72.0,"Beachwood, OH 44122, 899 Tarkiln Hill Road ",0.4,1
Gage,Tyler,19,1,14,77.7,"New Port Richey, FL 34653, 9774 Rockledge Dr. ",0.7000000000000001,1
Kendall,Adkins,14,1,13,85.7,"16 Marconi Ave. , Missoula, MT 59801",0.65,0
Charles,Sears,18,1,4,74.3,"8589 Riverview Court , Great Falls, MT 59404",0.2,1
Brynn,Oconnor,18,5,5,64.7,"Algonquin, IL 60102, 687 Pearl St. ",0.25,0
Alec,Sparks,15,2,13,90.1,"9189 Strawberry Ave. , Merrillville, IN 46410",0.65,1
Rogan,Conley,14,4,10,71.9,"Camden, NJ 08105, 898 Illinois Rd. ",0.5,1
Hashim,Clark,14,1,8,79.9,"269 Devon Street , Champaign, IL 61821",0.4,1
Quintessa,Byrd,19,2,7,73.5,"7738 N. Johnson Drive , Buford, GA 30518",0.35000000000000003,0
Odette,Merrill,17,4,7,85.0,"23 Selby Lane , Bettendorf, IA 52722",0.35000000000000003,0
Xander,Woodward,14,2,9,71.0,"305 Cobblestone St. , Elmhurst, NY 11373",0.45,1
Jenna,Bartlett,17,2,12,81.7,"Bellmore, NY 11710, 9378 Westport Dr. ",0.6000000000000001,0
Kylan,Sutton,19,1,10,81.7,"Framingham, MA 01701, 9419 Grandrose Court ",0.5,0
Dahlia,Bowman,18,3,8,82.3,"Clinton, MD 20735, 54 North Hillcrest Road ",0.4,0
Phillip,Savage,19,2,19,100.0,"956 Oxford St. , Poughkeepsie, NY 12601",0.9500000000000001,1
Maxwell,Blake,15,2,17,100.0,"8907 Galvin Dr. , New City, NY 10956",0.8500000000000001,1
Louis,Joyner,19,2,19,100.0,"30 Argyle Ave. , Patchogue, NY 11772",0.9500000000000001,1
Sophia,Allison,17,5,9,82.0,"906 Summer Street , Grand Rapids, MI 49503",0.45,0
Vera,Russell,18,4,16,100.0,"Sidney, OH 45365, 8837 Yukon Dr. ",0.8,0
Ann,Reese,16,4,14,93.1,"Palmetto, FL 34221, 240 Santa Clara St. ",0.7000000000000001,0
Calista,Montoya,16,4,17,91.5,"Bolingbrook, IL 60440, 5 2nd Road ",0.8500000000000001,0
Len,Hamilton,17,1,13,90.1,"7384 Ann Ave. , Garner, NC 27529",0.65,1
Bo,Hendricks,19,3,9,79.9,"99 Lees Creek Street , Winder, GA 30680",0.45,0
Wilma,Farrell,14,2,15,80.7,"707 Manor Street , West Springfield, MA 01089",0.75,0
Yael,Hatfield,19,2,18,100.0,"Lorain, OH 44052, 90 Old Griffin Street ",0.9,0
Salvador,Perkins,16,2,17,99.9,"Chester, PA 19013, 71 North Bay Street ",0.8500000000000001,1
Roary,Howe,16,1,18,85.4,"Ocean Springs, MS 39564, 30 E. Prairie Lane ",0.9,0
Christen,Nelson,15,4,10,73.9,"1 Orchard St. , Spartanburg, SC 29301",0.5,0
Graham,Morse,16,5,16,99.3,"Mooresville, NC 28115, 8044 College St. ",0.8,1
Judah,Vega,15,4,13,95.2,"Fenton, MI 48430, 414 South Court ",0.65,1
Geoffrey,Warren,18,1,12,86.6,"569 Madison Court , Circle Pines, MN 55014",0.6000000000000001,1
Slade,Delgado,14,5,10,83.2,"8810 Sutor Ave. , Apt 84 ",0.5,1
Danielle,Hartman,16,4,13,89.0,"Dover, NH 03820, 978 Gonzales Ave. ",0.65,0
Murphy,Michael,14,1,19,100.0,"373 North Warren St. , Elgin, IL 60120",0.9500000000000001,1
Kareem,Fisher,18,2,14,82.5,"13 West Walnut Drive , Troy, NY 12180",0.7000000000000001,1
Henry,Lowe,14,2,8,78.4,"West Haven, CT 06516, 2 Indian Spring Ave. ",0.4,1
Keely,Moran,18,5,11,84.3,"7600 Piper Rd. , Chapel Hill, NC 27516",0.55,0
Honorato,Savage,15,3,13,93.9,"76 South Helen Street , Woodside, NY 11377",0.65,1
Chaim,Sawyer,18,5,12,77.1,"Smyrna, GA 30080, 95 Amerige Rd. ",0.6000000000000001,1
Todd,Horn,19,4,17,88.7,"Findlay, OH 45840, 8656 Addison St. ",0.8500000000000001,1
Tara,Cook,16,3,10,77.1,"9276 West Fordham Circle , Port Saint Lucie, FL 34952",0.5,0
India,Macdonald,15,2,15,85.5,"Wyandotte, MI 48192, 110 Jennings Drive ",0.75,0
Alfreda,Farley,16,2,13,76.8,"66 Edgemont Lane , Oxon Hill, MD 20745",0.65,0
Paki,Schwartz,17,3,16,90.6,"8429 Illinois St. , Chandler, AZ 85224",0.8,1
Harper,Harris,18,5,10,73.3,"3 Gulf Drive , Westmont, IL 60559",0.5,1
Charles,Moon,17,4,10,87.3,"9748 Overlook Drive , Nutley, NJ 07110",0.5,1
Michelle,Cross,14,5,11,95.1,"Greensboro, NC 27405, 190 SE. Beaver Ridge St. ",0.55,0
Porter,Cameron,15,4,7,81.0,"540 Glen Eagles St. , Mableton, GA 30126",0.35000000000000003,1
Clayton,Nelson,16,4,10,86.4,"368 East River Ave. , Corona, NY 11368",0.5,1
Inez,Reese,19,2,8,74.3,"59 Helen St. , Elkton, MD 21921",0.4,0
Levi,Coleman,19,3,3,55.9,"7109 South Ridgeview Ave. , West Bloomfield, MI 48322",0.15000000000000002,1
Lyle,Sampson,18,1,10,88.8,"5 Glenwood Dr. , El Paso, TX 79930",0.5,1
Mariko,Lynch,18,1,7,69.5,"Altamonte Springs, FL 32714, 5 Locust Drive ",0.35000000000000003,0
James,Morrison,18,3,13,82.7,"9879 Corona St. , Lithonia, GA 30038",0.65,1
Tatum,Grimes,15,1,15,91.1,"Woodhaven, NY 11421, 9631 Buttonwood Ave. ",0.75,0
Lyle,Kline,18,2,10,76.6,"Glen Allen, VA 23059, 942 South Anderson St. ",0.5,1
Isabella,Stewart,19,2,17,92.5,"Ada, OK 74820, 8802 Rose St. ",0.8500000000000001,0
Gage,Harrington,17,2,11,77.2,"180 Center Avenue , Frankfort, KY 40601",0.55,1
Graham,Bonner,17,1,12,88.2,"818 S. Gates Street , Bozeman, MT 59715",0.6000000000000001,1
Helen,Levine,18,4,17,94.5,"4 Lake Forest St. , Newburgh, NY 12550",0.8500000000000001,0
Chanda,Sellers,15,3,5,64.9,"Hopewell Junction, NY 12533, 8821 Cardinal Street ",0.25,0
Karly,Ramirez,17,3,8,86.6,"745 Bedford St. , Corpus Christi, TX 78418",0.4,0
Fitzgerald,Goff,18,1,4,59.8,"85 S. Fairfield Street , Richardson, TX 75080",0.2,1
Jayme,Ferguson,19,2,12,90.7,"576 S. Newport Drive , Catonsville, MD 21228",0.6000000000000001,0
Angela,Watts,17,3,9,81.5,"7715 North Deerfield Dr. , Garland, TX 75043",0.45,0
Dana,Chen,15,3,12,93.7,"94 SW. Marshall Street , Starkville, MS 39759",0.6000000000000001,0
Ifeoma,Melton,14,5,8,75.1,"287 E. Squaw Creek St. , Knoxville, TN 37918",0.4,0
Cairo,French,14,5,9,87.2,"91 Race Ave. , Falls Church, VA 22041",0.45,1
